Small Unit Installation Postcode,Jan 2011 - SGU Rated Output In kW,Feb 2011 - SGU Rated Output In kW,Mar 2011 - SGU Rated Output In kW,Apr 2011 - SGU Rated Output In kW,May 2011 - SGU Rated Output In kW,Jun 2011 - SGU Rated Output In kW,Jul 2011 - SGU Rated Output In kW,Aug 2011 - SGU Rated Output In kW,Sep 2011 - SGU Rated Output In kW,Oct 2011 - SGU Rated Output In kW,Nov 2011 - SGU Rated Output In kW,Dec 2011 - SGU Rated Output In kW,Jan 2012 - SGU Rated Output In kW,Feb 2012 - SGU Rated Output In kW,Mar 2012 - SGU Rated Output In kW,Apr 2012 - SGU Rated Output In kW,May 2012 - SGU Rated Output In kW,Jun 2012 - SGU Rated Output In kW,Jul 2012 - SGU Rated Output In kW,Aug 2012 - SGU Rated Output In kW,Sep 2012 - SGU Rated Output In kW,Oct 2012 - SGU Rated Output In kW,Nov 2012 - SGU Rated Output In kW,Dec 2012 - SGU Rated Output In kW,Jan 2013 - SGU Rated Output In kW,Feb 2013 - SGU Rated Output In kW,Mar 2013 - SGU Rated Output In kW,Apr 2013 - SGU Rated Output In kW,May 2013 - SGU Rated Output In kW,Jun 2013 - SGU Rated Output In kW,Jul 2013 - SGU Rated Output In kW,Aug 2013 - SGU Rated Output In kW,Sep 2013 - SGU Rated Output In kW,Oct 2013 - SGU Rated Output In kW,Nov 2013 - SGU Rated Output In kW,Dec 2013 - SGU Rated Output In kW,Jan 2014 - SGU Rated Output In kW,Feb 2014 - SGU Rated Output In kW,Mar 2014 - SGU Rated Output In kW,Apr 2014 - SGU Rated Output In kW,May 2014 - SGU Rated Output In kW,Jun 2014 - SGU Rated Output In kW,Jul 2014 - SGU Rated Output In kW,Aug 2014 - SGU Rated Output In kW,Sep 2014 - SGU Rated Output In kW,Oct 2014 - SGU Rated Output In kW,Nov 2014 - SGU Rated Output In kW,Dec 2014 - SGU Rated Output In kW,Jan 2015 - SGU Rated Output In kW,Feb 2015 - SGU Rated Output In kW,Mar 2015 - SGU Rated Output In kW,Apr 2015 - SGU Rated Output In kW,May 2015 - SGU Rated Output In kW,Jun 2015 - SGU Rated Output In kW,Jul 2015 - SGU Rated Output In kW,Aug 2015 - SGU Rated Output In kW,Sep 2015 - SGU Rated Output In kW,Oct 2015 - SGU Rated Output In kW,Nov 2015 - SGU Rated Output In kW,Dec 2015 - SGU Rated Output In kW,Jan 2016 - SGU Rated Output In kW,Feb 2016 - SGU Rated Output In kW,Mar 2016 - SGU Rated Output In kW,Apr 2016 - SGU Rated Output In kW,May 2016 - SGU Rated Output In kW,Jun 2016 - SGU Rated Output In kW,Jul 2016 - SGU Rated Output In kW,Aug 2016 - SGU Rated Output In kW,Sep 2016 - SGU Rated Output In kW,Oct 2016 - SGU Rated Output In kW,Nov 2016 - SGU Rated Output In kW,Dec 2016 - SGU Rated Output In kW,Jan 2017 - SGU Rated Output In kW,Feb 2017 - SGU Rated Output In kW,Mar 2017 - SGU Rated Output In kW,Apr 2017 - SGU Rated Output In kW,May 2017 - SGU Rated Output In kW,Jun 2017 - SGU Rated Output In kW,Jul 2017 - SGU Rated Output In kW,Aug 2017 - SGU Rated Output In kW,Sep 2017 - SGU Rated Output In kW,Oct 2017 - SGU Rated Output In kW,Nov 2017 - SGU Rated Output In kW,Dec 2017 - SGU Rated Output In kW,Jan 2018 - SGU Rated Output In kW,Feb 2018 - SGU Rated Output In kW,Mar 2018 - SGU Rated Output In kW,Apr 2018 - SGU Rated Output In kW,May 2018 - SGU Rated Output In kW,Jun 2018 - SGU Rated Output In kW,Jul 2018 - SGU Rated Output In kW,Aug 2018 - SGU Rated Output In kW,Sep 2018 - SGU Rated Output In kW,Oct 2018 - SGU Rated Output In kW,Nov 2018 - SGU Rated Output In kW,Dec 2018 - SGU Rated Output In kW,Jan 2019 - SGU Rated Output In kW,Feb 2019 - SGU Rated Output In kW,Mar 2019 - SGU Rated Output In kW,Apr 2019 - SGU Rated Output In kW,May 2019 - SGU Rated Output In kW,Jun 2019 - SGU Rated Output In kW,Jul 2019 - SGU Rated Output In kW,Aug 2019 - SGU Rated Output In kW,Sep 2019 - SGU Rated Output In kW,Oct 2019 - SGU Rated Output In kW,Nov 2019 - SGU Rated Output In kW,Dec 2019 - SGU Rated Output In kW,Jan 2020 - SGU Rated Output In kW,Feb 2020 - SGU Rated Output In kW,Mar 2020 - SGU Rated Output In kW,Apr 2020 - SGU Rated Output In kW,May 2020 - SGU Rated Output In kW,Jun 2020 - SGU Rated Output In kW,Jul 2020 - SGU Rated Output In kW,Aug 2020 - SGU Rated Output In kW,Sep 2020 - SGU Rated Output In kW,Oct 2020 - SGU Rated Output In kW,Nov 2020 - SGU Rated Output In kW,Dec 2020 - SGU Rated Output In kW,Jan 2021 - SGU Rated Output In kW,Feb 2021 - SGU Rated Output In kW,Mar 2021 - SGU Rated Output In kW,Apr 2021 - SGU Rated Output In kW,May 2021 - SGU Rated Output In kW,Jun 2021 - SGU Rated Output In kW,Jul 2021 - SGU Rated Output In kW,Aug 2021 - SGU Rated Output In kW,Sep 2021 - SGU Rated Output In kW,Oct 2021 - SGU Rated Output In kW,Nov 2021 - SGU Rated Output In kW,Dec 2021 - SGU Rated Output In kW,Jan 2022 - SGU Rated Output In kW,Feb 2022 - SGU Rated Output In kW,Mar 2022 - SGU Rated Output In kW,Apr 2022 - SGU Rated Output In kW,May 2022 - SGU Rated Output In kW,Jun 2022 - SGU Rated Output In kW,Jul 2022 - SGU Rated Output In kW,Aug 2022 - SGU Rated Output In kW,Sep 2022 - SGU Rated Output In kW,Oct 2022 - SGU Rated Output In kW,Nov 2022 - SGU Rated Output In kW,Dec 2022 - SGU Rated Output In kW,Jan 2023 - SGU Rated Output In kW,Feb 2023 - SGU Rated Output In kW,Mar 2023 - SGU Rated Output In kW,Apr 2023 - SGU Rated Output In kW,May 2023 - SGU Rated Output In kW,Jun 2023 - SGU Rated Output In kW,Jul 2023 - SGU Rated Output In kW,Aug 2023 - SGU Rated Output In kW,Sep 2023 - SGU Rated Output In kW,Oct 2023 - SGU Rated Output In kW,Nov 2023 - SGU Rated Output In kW,Dec 2023 - SGU Rated Output In kW,Jan 2024 - SGU Rated Output In kW,Feb 2024 - SGU Rated Output In kW,Mar 2024 - SGU Rated Output In kW,Apr 2024 - SGU Rated Output In kW
3016,7.2,15.464,4.56,8.552,13.745,37.07,11.94,22.84,24.034,3.04,8.035,4.6,1.52,7.9,17.96,25.39,85.515,43.855,24.73,15.58,44.71,8.12,7.42,28.215,10.2,8.64,11.915,15.1,12.42,9.02,15.5,34.88,19.0,12.42,21.86,31.225,16.14,12.5,8.35,18.38,32.46,11.05,24.0,24.19,38.16,68.84,18.5,42.48,26.75,9.87,23.0,7.92,20.828,18.0,14.22,4.5,23.9,44.34,8.215,10.4,15.57,52.155,31.995,9.155,13.84,36.955,22.635,48.04,25.36,2.08,16.18,5.2,55.06,19.24,19.9,7.36,48.285,124.13,31.915,23.07,13.48,42.495,50.445,56.57,41.247,58.56,32.02,17.91,50.135,91.64,26.47,13.86,29.375,74.485,47.62,61.395,26.03,90.68,74.52,93.42,33.015,21.52,50.095,45.85,150.68,85.19,107.825,47.9,14.73,66.33,25.9,34.645,56.96,130.06,65.75,19.8,95.36,10.25,53.995,60.56,72.89,64.25,95.815,12.33,62.83,131.54,103.59,30.65,51.045,52.175,98.435,39.555,61.805,68.94,100.645,79.21,135.63,104.24,104.4,67.37,145.305,83.005,64.675,129.835,68.96,57.08,144.45,70.365,103.92,91.2,147.105,103.55,157.255,144.19,85.56,133.1,29.48,51.145,67.65,35.24
3018,7.16,20.08,25.568,28.699,24.5,36.77,25.015,31.28,27.284,3.08,6.18,8.08,15.03,33.92,31.18,28.135,29.45,56.975,29.958,28.515,71.82,26.29,7.38,23.07,9.95,23.9,5.5,13.5,18.06,22.31,33.3,22.924,14.6,18.9,27.94,14.5,3.5,68.0,32.4,20.5,5.135,11.0,124.42,4.0,82.0,91.0,23.14,10.0,13.5,18.75,15.0,10.5,11.25,45.5,31.0,6.0,19.19,17.12,10.12,13.2,42.875,176.16,31.485,66.4,28.115,10.23,6.24,32.36,6.12,21.94,23.63,16.12,21.1,35.84,89.795,5.04,74.27,85.765,10.43,110.09,6.5,16.56,36.105,72.04,45.29,20.67,43.73,20.65,29.775,78.63,25.09,33.2,119.21,100.04,91.445,67.195,42.515,13.66,74.345,40.37,64.385,40.975,30.345,68.03,70.18,34.82,224.71,36.545,61.05,45.32,49.815,49.505,143.44,58.985,54.51,10.09,137.88,39.465,255.46,129.4,64.53,99.105,179.1,150.92,85.19,127.31,77.065,66.455,86.16,87.015,77.485,234.69,3.12,59.595,165.135,95.055,112.55,49.095,37.885,118.0,91.44,72.81,115.48,237.53,54.26,167.045,197.15,102.855,69.38,122.795,142.575,46.02,87.615,45.48,114.215,358.095,33.41,99.57,50.6,30.64
3019,9.54,5.85,16.68,14.97,21.73,37.205,7.58,9.46,10.98,5.7,8.74,1.9,7.98,8.24,14.64,6.46,25.685,30.93,20.95,12.71,18.635,11.74,8.12,16.55,25.92,14.0,14.5,16.2,30.1,14.5,12.22,21.15,5.0,11.0,0.0,10.0,9.0,9.5,18.0,5.0,14.5,2.0,11.45,4.5,15.5,9.0,18.5,26.0,9.0,102.84,6.75,43.0,10.0,0.0,8.0,13.96,6.5,5.12,0.0,7.25,4.96,0.0,0.0,5.0,3.12,47.0,0.0,8.12,18.975,2.6,3.06,12.865,0.0,5.2,60.72,81.88,7.8,59.275,0.0,10.8,9.35,16.0,29.9,114.53,0.0,22.96,10.08,5.6,0.0,0.0,29.7,15.76,19.505,70.8,55.125,16.28,23.31,34.8,129.935,48.525,19.745,20.74,33.09,64.08,16.395,6.6,18.825,16.5,11.44,11.01,14.6,14.85,0.0,24.34,32.67,13.2,19.11,49.81,52.22,70.47,50.17,52.42,160.9,74.09,72.33,45.81,38.21,49.47,69.48,24.42,58.92,39.47,0.0,39.96,70.86,23.97,14.83,32.75,0.0,50.18,6.64,35.485,138.33,44.96,13.28,13.29,26.61,25.6,43.505,36.61,33.12,120.48,46.29,10.56,54.625,11.865,61.58,129.86,16.72,6.6
3020,35.61,45.455,60.42,76.694,118.895,146.757,55.185,73.295,49.97,27.41,33.785,29.44,45.43,68.11,74.84,179.65,112.71,198.29,89.1,75.535,184.415,86.195,49.35,87.65,52.92,65.0,71.719,78.63,60.79,153.53,51.73,50.57,57.1,72.8,60.94,92.275,80.15,37.94,67.25,30.75,62.0,81.65,136.74,75.75,47.855,62.86,31.0,50.5,103.41,73.69,81.75,30.49,40.05,76.2,48.46,43.75,34.7,171.05,90.125,52.0,125.26,72.523,16.32,30.56,64.5,57.34,64.8,37.365,44.98,60.57,35.975,79.71,29.7,27.09,212.635,88.035,192.395,218.33,99.85,60.45,33.295,41.93,140.96,111.055,72.96,80.54,239.665,103.875,125.805,206.68,243.925,225.725,138.465,110.465,337.055,384.25,278.66,311.18,213.63,232.53,137.286,60.725,157.865,70.475,207.305,164.28,168.11,301.92,241.8,157.325,228.455,191.075,125.435,286.08,365.495,45.09,136.82,217.56,198.56,448.11,234.82,256.56,287.125,216.43,288.29,447.435,439.005,360.105,168.3,326.115,298.05,264.795,86.48,211.77,253.12,147.8,212.775,168.28,281.49,246.39,367.345,450.58,249.43,314.835,175.285,301.99,134.5,365.03,303.42,436.015,234.15,289.44,407.775,250.375,134.655,236.265,219.285,241.26,199.15,60.14
3021,48.23,53.755,81.934,86.5,129.458,158.27,47.975,63.259,73.953,39.97,53.74,58.13,70.68,65.505,115.535,83.67,201.2,221.91,105.09,90.695,174.58,73.945,69.11,127.12,104.065,98.01,115.815,165.365,69.19,76.975,127.0,34.0,55.81,70.3,62.0,66.29,81.5,86.87,94.6,73.68,75.88,61.75,76.85,89.04,67.25,76.25,79.75,50.0,76.5,66.24,57.87,87.52,32.75,58.485,44.38,41.26,90.44,75.45,45.08,47.758,46.785,44.52,77.84,38.51,65.28,57.46,99.92,67.7,32.29,46.74,64.06,65.74,28.095,43.01,78.215,69.54,121.62,59.19,147.18,57.39,30.38,157.87,71.615,72.47,58.075,49.205,41.67,54.81,35.94,54.16,166.94,75.695,206.995,185.42,294.31,238.925,192.0,249.675,279.25,170.705,124.97,58.95,60.44,65.42,234.335,241.555,229.97,270.885,205.71,233.22,244.065,203.86,135.97,286.44,279.92,137.67,0.0,147.765,458.315,306.33,268.39,280.63,362.38,246.47,285.27,296.13,395.95,416.77,222.01,284.56,285.29,264.4,125.63,161.07,161.815,89.24,197.07,164.845,105.33,194.93,141.28,254.71,124.425,698.665,93.13,151.295,193.825,185.955,198.58,240.945,191.215,190.995,172.605,205.55,215.615,333.815,117.49,232.475,94.8,61.6
3022,10.22,5.28,7.98,9.1,6.1,13.88,4.83,8.36,4.62,1.9,0.0,2.22,8.02,6.46,5.0,6.55,20.11,14.94,8.888,14.14,4.52,8.13,0.0,11.5,1.52,7.04,25.005,8.2,0.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,4.5,10.0,8.5,13.5,5.1,2.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.5,0.0,5.2,0.0,0.0,0.0,10.98,0.0,108.94,0.0,0.0,0.0,4.68,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,3.18,2.9,0.0,0.0,2.065,8.175,0.0,0.0,0.0,2.2,4.95,4.875,31.155,34.59,0.0,2.2,6.51,0.0,5.1,6.6,24.0,9.92,0.0,0.0,9.69,83.22,12.27,16.995,0.0,16.665,9.9,0.0,4.95,11.88,0.0,0.0,9.25,6.72,8.91,5.94,18.54,6.29,6.66,2.96,35.46,28.06,14.43,17.73,6.4,0.0,26.13,6.64,0.0,16.55,65.88,0.0,6.6,13.26,6.16,39.36,6.64,11.555,2.87,10.79,9.545,0.0,4.565,26.58,0.0,22.48,0.0,0.0,6.6,26.33,0.0,10.4,6.6,24.025,0.0
3023,76.589,149.485,167.387,111.245,208.638,323.146,116.335,135.5,166.235,72.38,96.09,82.45,49.67,128.855,153.38,227.54,309.648,400.348,197.545,265.8,318.176,120.73,178.52,249.41,130.65,147.91,136.5,117.52,132.136,137.725,113.88,53.22,72.585,126.632,158.85,133.015,135.69,112.65,120.8,122.355,159.315,146.73,153.45,133.0,109.28,132.95,117.22,154.8,133.46,154.975,144.71,107.13,102.77,64.08,152.68,84.0,137.725,166.92,75.115,80.58,75.975,106.9,80.645,97.735,53.815,61.58,76.5,71.81,103.81,98.93,66.885,82.8,33.98,116.7,129.96,29.355,110.925,79.98,139.66,92.362,45.25,185.601,134.775,153.19,85.955,266.125,235.525,79.87,143.14,107.605,72.28,86.75,292.72,515.74,286.275,642.355,242.04,377.055,422.975,386.225,171.385,308.22,177.935,375.12,200.705,386.14,433.125,410.075,208.36,577.15,375.56,268.345,271.16,889.49,730.98,223.73,159.53,364.785,1039.365,859.57,448.53,715.03,678.615,622.805,409.505,534.92,704.035,552.25,323.0,614.88,515.385,493.655,216.63,270.48,366.94,239.36,394.87,349.17,569.315,300.715,387.935,449.315,416.785,422.055,264.925,345.355,316.265,330.895,264.475,316.255,458.185,485.995,389.435,540.275,630.545,477.475,288.475,249.055,193.645,184.08
3024,20.98,53.443,54.929,36.745,71.25,96.824,44.485,45.465,73.46,24.23,31.135,40.475,60.06,93.425,132.905,112.635,176.895,160.985,98.04,75.37,81.585,48.84,45.45,73.79,45.54,28.5,37.69,23.84,22.69,39.0,48.097,40.8,18.745,43.495,44.98,72.365,63.1,61.88,73.25,57.305,87.675,35.215,45.345,31.0,39.25,87.92,114.25,109.35,34.0,45.0,24.75,38.25,45.93,40.55,58.94,47.03,42.0,76.56,92.655,47.005,38.54,82.38,46.615,27.72,44.92,28.105,13.32,74.0,25.68,22.845,74.28,48.56,35.59,35.46,39.46,44.932,62.31,53.16,106.662,35.09,43.185,27.75,66.755,118.725,41.43,120.16,66.715,19.86,48.66,64.1,41.4,106.575,177.655,353.905,358.59,253.55,183.315,268.455,284.07,232.531,152.86,73.74,120.875,281.865,375.39,623.815,556.225,520.295,421.195,485.815,503.435,220.975,349.36,480.58,545.905,105.115,46.53,325.085,996.365,725.71,412.895,519.63,540.77,618.61,563.835,367.0,748.005,582.895,404.8,511.035,556.37,454.385,267.035,306.23,381.61,292.665,182.455,271.5,357.88,321.865,356.115,275.865,405.675,540.495,268.435,303.165,307.215,310.0,311.965,402.735,392.78,308.945,465.27,434.635,469.46,650.9,401.66,514.425,539.22,134.735
3025,12.84,20.24,15.145,5.78,16.32,19.38,13.805,8.02,18.54,1.52,6.46,14.7,10.47,5.04,19.89,16.47,9.46,47.82,21.02,24.77,37.44,16.82,15.63,12.27,16.7,34.4,10.4,3.91,0.0,11.76,10.25,9.5,4.0,8.0,16.95,10.0,9.0,8.75,19.06,12.5,3.0,9.14,8.335,4.0,9.5,3.5,4.0,13.5,12.65,18.0,6.75,11.95,16.9,14.5,18.02,0.0,3.12,11.5,9.04,46.755,11.48,51.67,6.945,44.5,6.82,14.9,0.0,119.3,5.2,24.82,10.2,39.97,2.12,8.28,2.275,7.96,33.56,62.38,53.72,4.425,92.95,88.7,10.464,7.9,15.0,106.59,0.0,12.86,204.41,24.365,22.72,14.175,45.7,127.625,46.03,53.085,4.295,100.335,189.96,31.23,110.97,61.365,67.22,52.02,15.52,53.25,122.505,143.15,60.87,124.48,41.8,42.74,213.63,185.93,60.725,8.02,10.8,52.35,234.23,90.83,31.14,58.54,147.04,47.14,70.42,14.06,178.48,38.85,74.97,190.67,111.55,135.16,55.54,36.1,25.55,36.485,169.555,91.57,79.96,27.75,129.64,87.92,347.98,377.005,58.16,48.035,173.56,40.12,123.66,258.19,156.585,137.835,69.155,86.265,187.47,190.26,98.945,37.44,54.46,34.74
3026,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,30.0,0.0,0.0,0.0,26.0,27.0,0.0,25.0,117.5,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,101.28,10.0,0.0,74.88,87.88,13.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,0.0,99.84,0.0,0.0,0.0,0.0,0.0,0.0,124.735,99.64,0.0,102.575,0.0,22.68,61.52,75.9,0.0,189.87,0.0,144.96,4.77,75.9,145.31,0.0,15.225,39.235,522.27,123.29,373.9,67.41,49.81,281.11,25.705,83.825,200.685,175.23,50.025,189.12,144.27,427.955,125.33,132.555,292.21,156.56,233.445,61.395,542.49,193.065,301.775,14.96,164.98,329.77,887.635,137.81,77.26,160.63,170.89,296.38,388.18,238.78,335.8,171.4,387.69,285.245,369.245,39.89,81.07,52.885,212.61,22.52,272.57,61.745,59.36,230.595,94.32,142.76,513.08,78.64,216.605,303.205,36.115,255.9,174.72,175.235,153.33,251.71,52.29,156.765,400.215,26.49,93.05,58.89,6.6
3027,3.044,6.585,9.475,15.45,19.7,50.339,4.94,20.38,21.63,3.04,10.595,10.64,14.74,6.12,17.29,14.87,34.81,63.19,27.37,22.8,24.95,7.55,9.61,38.62,10.52,16.24,9.0,6.0,3.85,19.0,13.29,6.5,6.0,26.5,10.6,31.645,13.32,12.04,35.07,3.0,20.58,13.0,15.0,25.0,22.25,15.0,19.0,15.91,5.0,18.5,27.5,8.32,9.5,9.0,15.0,0.0,3.0,14.5,14.96,12.08,27.62,14.96,10.12,18.46,12.69,22.505,15.08,19.52,10.7,10.0,15.98,16.53,5.2,26.47,13.995,16.825,22.905,14.17,23.45,21.64,5.4,14.725,28.11,16.705,6.05,12.16,4.59,19.27,16.6,15.265,26.28,12.76,86.58,95.655,61.24,66.61,81.965,105.74,72.37,86.44,33.01,38.19,19.815,39.075,57.28,103.17,121.22,104.06,66.13,115.025,78.9,33.22,78.93,70.765,86.92,26.52,0.0,115.76,230.25,86.4,107.25,94.2,153.375,103.345,19.98,96.88,83.63,103.34,77.64,77.61,105.06,68.82,36.66,73.4,66.045,88.2,42.75,23.595,39.75,50.67,42.265,32.02,94.03,100.21,21.175,62.57,12.875,26.53,65.67,61.405,79.525,62.04,65.775,49.215,127.39,35.73,23.81,97.575,39.65,39.12
3028,48.53,40.415,64.15,57.733,55.75,118.948,64.245,69.155,53.214,25.76,39.34,27.6,31.5,50.41,96.025,97.405,145.875,162.244,78.047,89.385,96.56,38.48,56.06,79.21,47.82,74.99,76.605,63.065,67.25,25.05,48.42,16.0,47.39,24.1,47.775,30.0,56.35,49.75,50.5,25.08,22.25,38.15,59.385,38.75,60.32,45.22,112.5,69.0,45.45,49.285,15.0,61.87,46.5,26.16,33.32,54.47,29.0,21.32,17.26,41.76,48.615,56.86,41.695,25.56,22.875,19.56,26.82,29.34,13.28,27.2,70.313,26.24,16.91,18.64,47.79,30.555,40.53,176.04,28.87,12.2,23.09,205.745,51.747,67.8,51.075,65.63,48.6,56.225,23.03,95.34,42.465,35.23,54.895,100.27,122.432,113.105,132.275,117.44,126.235,108.89,68.82,48.025,84.995,64.165,156.75,220.36,98.58,177.29,50.535,103.06,205.15,67.24,92.425,118.7,138.58,20.63,0.0,63.51,290.145,213.27,213.55,255.855,217.45,111.57,155.35,163.26,358.29,236.88,192.63,175.725,237.915,140.315,71.52,89.345,102.66,114.59,74.06,128.08,126.99,127.07,161.69,95.93,120.465,170.295,73.365,182.65,115.655,130.96,155.96,97.335,163.795,132.985,121.27,69.47,108.285,241.57,107.24,141.325,110.44,58.17
3029,99.244,175.36,265.36,188.64,276.853,484.124,181.87,185.471,244.205,109.675,120.725,117.33,163.415,341.015,381.0,405.255,566.455,620.729,317.473,317.56,527.19,244.27,207.26,295.25,192.01,190.225,154.8,209.6,139.17,155.655,147.97,101.38,138.66,176.565,231.843,295.095,250.97,259.545,202.235,178.65,128.065,235.185,250.67,202.405,298.3,454.42,204.6,217.13,248.76,275.485,180.425,146.85,215.61,246.83,448.99,212.84,233.97,396.56,244.985,195.555,139.49,276.89,180.68,193.43,320.245,209.015,221.735,209.42,275.665,239.83,176.605,161.86,326.505,183.78,342.415,203.075,347.335,348.53,342.87,224.005,257.485,330.595,361.825,567.248,376.915,447.775,384.485,308.69,633.907,392.62,399.705,620.3,1089.185,1580.043,1527.127,1314.9,958.005,1320.08,1578.135,1070.562,777.085,577.82,637.855,1103.055,1528.425,2130.905,2476.9,2217.645,1804.485,1822.2,1487.28,1026.295,1732.3,1588.095,1635.945,489.82,288.74,1338.745,2989.545,2285.64,1839.165,1479.605,2818.1,1893.075,1690.185,2192.665,2688.63,2211.955,1816.915,2440.63,2320.95,2510.485,836.43,1367.385,1248.235,1441.32,1192.655,1343.5,1572.8,1415.21,1505.895,1626.915,1377.18,2267.48,1014.915,1225.98,1105.89,942.805,1458.635,1689.17,1531.25,1865.16,2045.495,1726.305,2432.855,2429.555,1133.96,1444.845,1221.69,618.77
3030,154.953,149.544,218.916,200.427,294.489,382.025,179.493,182.92,300.567,112.825,96.91,99.25,121.905,254.624,201.17,349.0,426.084,530.73,255.2,285.73,477.545,154.23,184.84,257.92,204.175,220.18,167.405,189.52,204.97,121.9,179.395,200.34,102.14,154.265,238.451,245.66,268.55,221.245,195.71,181.53,253.9,235.35,270.96,302.22,238.135,428.61,198.35,338.655,214.04,236.86,200.415,182.64,149.19,115.62,321.28,213.025,217.81,389.73,276.67,238.2,167.3,179.615,219.245,137.91,298.345,120.45,108.97,203.5,227.46,160.595,247.64,292.311,166.216,301.086,185.293,154.33,419.347,160.812,558.429,225.18,378.24,226.205,241.32,385.67,237.909,270.875,297.97,520.445,534.42,337.335,304.785,301.537,541.085,726.585,1017.697,930.145,653.105,852.52,832.14,761.8,526.6,563.72,485.38,503.885,783.59,1252.61,1481.245,1436.445,1212.32,1197.42,1007.145,848.5,912.805,1221.54,1397.105,300.395,45.06,825.16,2115.68,1853.51,1232.13,1238.975,1575.88,1364.935,1258.155,1511.075,1658.69,1286.125,730.77,1225.815,1026.26,989.57,446.66,775.34,665.175,611.625,583.865,802.06,924.115,998.975,957.145,898.89,952.255,1189.325,578.36,695.64,831.17,673.965,844.43,1061.24,915.085,1111.545,1052.02,1016.135,1246.98,1091.82,796.575,884.06,698.445,354.19
3031,4.56,6.49,3.044,11.04,28.415,33.45,9.87,4.92,8.08,3.02,2.62,2.28,0.0,7.6,5.96,11.02,34.45,60.519,9.59,20.465,50.955,1.6,14.838,13.78,9.75,15.24,8.0,4.75,11.58,7.5,5.0,11.97,5.54,31.48,16.15,11.5,6.985,3.75,30.2,11.5,12.7,9.56,15.65,118.16,14.94,15.3,13.16,33.32,23.11,30.13,12.0,24.66,23.46,13.46,0.0,9.45,31.55,13.26,7.54,3.64,9.17,21.3,11.07,5.41,5.14,14.34,6.5,12.19,1.82,0.0,3.85,6.43,8.626,12.68,5.74,7.14,150.47,9.71,10.41,49.78,8.3,3.24,0.0,49.79,3.77,11.71,6.39,7.37,2.2,24.29,30.54,3.54,38.44,33.63,20.39,18.62,22.405,54.53,37.41,48.0,40.69,22.54,24.83,7.21,8.31,64.315,43.13,51.25,6.66,18.1,34.02,52.9,38.16,4.2,42.42,0.0,4.32,28.09,65.68,168.69,38.91,29.9,37.23,27.78,17.81,25.47,93.495,24.78,10.09,22.5,70.235,263.76,34.63,76.5,58.515,39.245,38.06,55.21,16.02,31.92,36.8,71.315,35.955,20.345,38.3,51.38,70.915,114.05,55.6,30.64,35.525,59.01,37.385,108.425,35.08,65.63,55.785,54.81,37.08,13.64
3032,32.14,34.61,36.245,20.365,74.71,78.045,17.625,23.74,50.37,4.56,19.59,9.465,20.21,8.78,37.295,47.35,38.61,87.275,50.77,38.2,83.125,30.805,23.73,15.02,33.47,17.41,14.0,33.25,52.5,28.5,16.28,19.5,15.0,47.26,29.0,24.25,24.0,29.61,16.0,19.0,19.5,24.75,55.92,30.14,27.594,36.0,17.0,33.95,21.0,38.425,48.085,13.5,36.73,16.38,8.0,62.22,20.88,5.5,55.68,12.24,10.0,38.36,26.56,12.01,14.24,37.98,57.03,32.32,67.72,35.57,32.355,22.1,28.945,81.9,17.61,29.41,23.345,38.46,85.95,34.03,24.6,42.435,26.96,29.91,34.46,22.975,38.08,25.17,9.05,26.63,25.1,18.0,113.657,47.585,218.007,135.975,52.665,118.865,86.955,47.752,54.065,37.4,87.19,146.61,73.29,32.885,75.715,64.32,41.825,83.045,103.43,93.4,89.79,99.86,71.94,13.32,27.4,28.1,78.915,72.1,92.66,83.85,122.69,92.525,196.23,136.53,100.5,82.665,62.585,121.205,144.48,91.76,32.87,113.54,83.04,72.675,35.13,45.695,84.025,95.235,36.465,138.305,180.29,60.91,118.71,110.4,229.52,66.74,63.43,135.895,111.33,225.345,74.05,89.95,52.245,165.335,77.54,87.53,87.875,11.0
