"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postcode,State/Territory1,Number of individuals,Number of individuals with private health insurance,"Taxable income or loss3
no.","Taxable income or loss3
$","Gross tax
no.","Gross tax
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs
no.","Cost of managing tax affairs
$","Total deductions3
no.","Total deductions3
$","Total reportable fringe benefits amount
no.","Total reportable fringe benefits amount
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3
no.","Net rent3
$","Other income category 1
no.","Other income category 1
$","Other income category 2
no.","Other income category 2
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - Primary production4 
no.","Total business income - Primary production4 
$","Total business income - Non-primary production4 
no.","Total business income - Non-primary production4 
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$","Net income or loss from business - Primary production4 
no.","Net income or loss from business - Primary production4 
$","Net income or loss from business - Non-primary production4 
no.","Net income or loss from business - Non-primary production4 
$","Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Net medical expenses over the threshold amount tax offset
no.","Net medical expenses over the threshold amount tax offset
$","Low income tax offset
no.","Low income tax offset
$","Mature age worker tax offset
no.","Mature age worker tax offset
$","Termination payment tax offset
no.","Termination payment tax offset
$"
2612,ACT,"9,514","6,012","9,466","670,432,725","8,129","159,423,480","6,837","8,701,069",230,"240,201","7,776","161,710,274","1,192","4,897,537","8,055","543,655,375","1,633","3,669,352",106,"2,951,919",114,"2,857,926",571,"3,177,996",202,"1,869,051",185,"2,035,673",875,"35,237,845","6,602","13,070,446",831,"892,920","2,280","19,502,350","2,273","8,350,144","9,480","696,364,434","1,668","3,266,536",857,"1,116,203","2,475","758,015",862,"2,039,039","4,546","4,630,810",423,"317,420",339,"673,429",367,"1,344,991","4,041","3,749,473","3,384","1,765,665","7,545","24,597,253",507,"7,520,219",979,"9,889,259",24,"-137,931","1,106","34,113,074",611,"3,620,891",63,"1,257,300",17,"149,533",117,"1,268,060",606,"10,702,905",529,"3,425,923",846,"27,022,375",774,"22,291,196",775,"3,664,895",688,"1,401,403",587,"343,647","1,691","42,333,802","1,394","23,245,880","1,014","3,666,075","1,710","23,593,239",615,"5,469,016","1,106","-13,640,408","1,721","-8,171,392",463,"549,521",117,"669,569",147,"3,711,175",417,"1,181,027",38,"472,087",452,"31,349,033",488,"31,824,188",468,"20,299,936",43,"-412,461",496,"10,984,936",537,"10,573,498",292,"2,971,849",733,"2,819,258",197,"161,117","3,900","1,144,753",318,"119,309",190,"1,536,999"
2614,ACT,"12,156","8,495","12,113","816,119,634","10,371","188,944,142","9,304","11,297,715",228,"254,791","9,682","187,894,757",604,"2,287,283","9,108","613,415,076","1,310","4,878,069",207,"6,168,706",140,"3,417,956",528,"3,009,064",849,"6,519,934",269,"2,001,670","2,075","76,312,402","8,194","18,843,231","1,340","1,569,636","4,084","31,485,225","4,074","13,479,995","12,131","845,352,379","2,413","4,658,159",934,"896,841","2,851","685,396",653,"1,152,724","5,590","5,668,840",531,"340,019",500,"797,355",585,"2,026,011","5,846","4,466,432","5,027","2,122,838","9,967","28,790,348",597,"10,940,618","1,475","14,723,741",45,"-529,679","1,672","29,458,996",915,"3,918,939",74,"1,658,757",11,"245,487",123,"1,435,358",802,"10,524,460",653,"3,012,324","1,180","27,685,622","1,291","23,508,740","1,224","4,423,506","1,027","1,012,310",909,"546,574","2,091","43,572,287","1,681","23,773,020","1,316","4,060,427","2,114","22,882,183",777,"6,779,421","1,348","-13,922,764","2,125","-7,143,343",521,"854,760",142,"254,008",207,"4,680,235",587,"1,218,975",36,"956,908",714,"45,368,415",748,"46,325,323",717,"28,146,210",39,"-44,250",759,"17,029,309",793,"16,985,059",419,"4,614,410","1,694","5,982,938",561,"443,777","5,142","1,549,097",692,"261,671",303,"2,371,221"
2615,ACT,"27,050","16,974","26,936","1,587,811,454","23,535","325,203,888","21,426","22,015,047",447,"489,196","22,163","329,261,998","1,214","4,514,784","22,515","1,376,176,424","3,651","11,698,303",426,"8,473,589",344,"4,320,968","1,332","7,062,569","1,470","12,278,628",556,"3,884,255","2,884","95,819,643","15,991","17,911,230","1,742","889,328","6,377","19,102,992","6,364","8,160,208","26,973","1,641,911,687","6,636","14,295,217","2,119","2,347,285","9,977","2,381,026","1,663","2,583,192","13,735","12,450,051","1,079","678,756",702,"675,014",589,"1,314,736","12,231","5,237,682","11,107","3,773,656","22,560","53,232,537","1,386","25,323,265","2,744","19,655,468",62,"-379,295","2,260","32,520,241","1,086","2,133,656",134,"2,606,369",28,"401,370",302,"2,456,603","1,059","10,579,558",876,"2,655,854","1,478","24,922,233","1,723","29,884,045","1,357","3,510,792","1,133","785,460",996,"328,314","3,894","65,640,563","3,493","43,956,025","2,564","7,412,292","3,955","36,199,633","1,005","6,143,630","2,958","-28,071,017","3,963","-21,927,387","1,052","1,613,589",222,"593,452",310,"5,052,316","1,231","2,349,748",64,"1,048,035","1,574","95,720,860","1,637","96,769,596","1,614","62,238,641",78,"109,571","1,627","33,024,301","1,702","33,134,218",923,"6,467,033","2,244","7,109,590","1,019","752,155","13,131","3,870,423","1,515","611,304",687,"3,507,727"
2617,ACT,"19,597","12,544","19,525","1,185,023,160","16,641","253,699,123","14,979","16,148,045",315,"338,263","15,758","255,387,878","1,300","4,857,575","16,176","989,584,320","2,467","7,306,099",288,"6,859,710",228,"3,727,976","1,197","6,762,685",819,"6,421,098",436,"3,100,128","2,190","77,519,483","12,829","18,783,922","1,658","1,145,613","5,145","25,303,235","5,131","10,824,241","19,553","1,228,162,996","4,318","8,844,408","1,737","1,839,915","6,255","1,511,514","1,335","2,613,869","9,545","8,914,548",817,"677,383",611,"659,130",603,"1,995,759","8,181","4,502,979","7,697","3,007,204","15,918","42,000,071",899,"15,619,503","2,209","18,785,717",47,"-894,552","2,033","37,558,508","1,025","3,263,665",124,"2,013,045",19,"272,699",197,"2,340,997","1,012","12,999,083",865,"3,564,392","1,463","35,189,236","1,598","30,705,916","1,269","3,353,384","1,063","958,049",938,"313,354","3,451","71,363,488","2,959","41,664,188","2,243","8,013,394","3,494","38,606,496","1,114","8,384,615","2,395","-25,305,205","3,509","-16,920,590",803,"1,387,248",158,"747,798",290,"5,525,988",855,"1,811,805",48,"994,546",957,"82,915,354","1,006","84,100,009",979,"63,841,499",58,"-546,498","1,020","18,750,660","1,076","18,213,806",588,"4,409,990","1,738","5,681,603",721,"638,243","9,106","2,750,884","1,074","437,881",456,"3,483,705"
2900,ACT,"1,199",748,"1,191","72,807,740","1,045","15,263,678",939,"1,002,141",23,"28,408",989,"15,418,707",84,"338,864",972,"62,316,961",140,"694,647",22,"396,030",12,"67,642",50,"240,675",79,"639,727",27,"164,782",164,"5,308,519",769,"1,303,697",66,"29,538",271,"1,016,439",271,"434,757","1,193","75,235,606",267,"554,153",104,"78,514",393,"95,959",91,"140,087",596,"562,515",50,"29,927",28,"27,043",35,"179,817",510,"224,923",543,"197,306",977,"2,382,669",62,"1,005,726",118,"936,139",1,101,94,"1,391,393",43,"89,092",7,"481,460",1,"120,164",8,"70,461",55,"621,400",49,"165,113",83,"1,659,270",109,"2,806,239",67,"245,008",48,"79,517",49,"10,750",183,"4,378,741",164,"2,719,433",125,"489,090",186,"2,415,629",46,"424,693",140,"-1,670,104",186,"-1,245,411",42,"21,424",8,"1,040",10,"222,315",30,"63,192",5,"42,998",46,"2,400,302",51,"2,443,300",48,"1,818,875",4,"-98,045",47,"571,235",51,"473,190",19,"90,370",128,"421,200",35,"20,884",550,"160,117",69,"26,790",30,"132,931"
2902,ACT,"9,605","6,545","9,577","589,212,196","8,331","125,331,218","7,618","8,176,177",167,"163,240","7,855","124,673,184",358,"1,268,427","7,701","492,247,168","1,289","4,230,953",214,"5,420,037",134,"1,799,720",436,"2,235,905",506,"3,989,134",249,"1,636,037","1,338","48,157,499","5,947","8,383,946",838,"319,837","2,840","8,695,674","2,826","3,724,348","9,585","610,598,295","2,243","4,835,549",738,"854,510","3,193","760,506",514,"865,608","4,722","4,260,762",423,"251,806",285,"259,022",276,"699,267","4,614","2,453,453","4,201","1,670,663","8,097","21,100,243",589,"10,955,114","1,145","9,778,622",19,"-142,715","1,005","10,915,282",481,"1,107,513",61,"1,340,027",11,"52,793",103,"635,340",457,"4,558,703",387,"1,102,487",652,"12,737,875",773,"11,670,153",614,"2,256,891",509,"508,560",453,"294,471","1,598","30,868,027","1,397","19,172,986","1,060","3,254,460","1,622","16,794,444",478,"3,452,101","1,152","-11,805,964","1,630","-8,353,863",399,"560,608",92,"344,540",177,"3,083,497",484,"1,073,045",16,"91,612",590,"35,309,138",602,"35,400,750",600,"23,555,940",19,"14,641",616,"11,269,341",629,"11,283,982",345,"1,862,560","1,054","3,560,117",449,"333,282","4,523","1,352,956",792,"314,499",308,"2,325,384"
2903,ACT,"5,998","4,059","5,977","363,876,285","5,174","76,969,885","4,776","5,075,599",92,"91,321","4,910","77,145,022",216,"773,473","4,813","301,939,646",868,"3,301,747",85,"1,999,366",81,"892,331",252,"1,310,406",308,"2,336,890",195,"1,496,276",847,"30,465,397","3,625","5,125,257",525,"242,385","1,779","5,726,591","1,776","2,451,960","5,984","377,716,018","1,442","3,002,054",461,"558,001","2,006","472,096",339,"572,204","2,969","2,839,422",258,"163,580",162,"156,569",170,"709,777","2,859","1,405,827","2,657","1,044,495","5,045","13,636,559",310,"5,721,987",738,"6,786,579",23,"-141,792",637,"10,537,360",314,"907,279",41,"637,407",6,"94,466",65,"556,422",290,"2,009,207",234,"430,433",430,"5,349,348",516,"8,961,055",401,"1,300,592",333,"338,976",303,"104,709","1,031","19,171,054",914,"11,668,366",676,"1,970,045","1,047","10,419,987",319,"2,157,490",730,"-7,044,834","1,049","-4,887,344",284,"495,669",48,"23,218",105,"2,006,272",295,"676,656",17,"237,004",346,"23,341,020",361,"23,614,274",353,"16,590,148",18,"8,478",362,"6,514,185",377,"6,548,308",201,"1,371,189",675,"2,226,724",267,"186,368","2,855","850,467",468,"186,657",149,"952,060"
2904,ACT,"8,770","6,460","8,743","572,547,167","7,630","126,986,313","7,025","7,975,749",137,"129,558","7,234","127,368,305",296,"1,082,414","7,020","465,991,542","1,196","4,546,461",165,"4,655,984",124,"2,541,411",303,"1,465,401",447,"3,667,825",317,"2,778,568","1,226","43,746,985","5,652","9,278,560",805,"403,151","2,758","10,353,765","2,749","4,432,944","8,751","593,327,538","2,127","4,289,924",695,"808,819","2,802","669,121",448,"773,665","4,428","4,168,418",411,"274,116",260,"273,729",314,"1,064,025","4,125","1,842,124","3,946","1,542,083","7,363","20,415,081",522,"9,235,817","1,243","11,245,614",25,"-370,927","1,045","23,886,012",502,"1,792,015",45,"1,032,290",10,"265,117",88,"1,062,263",433,"4,467,340",365,"1,085,945",643,"10,272,753",860,"14,439,462",604,"2,265,281",485,"696,940",452,"204,461","1,700","33,759,187","1,506","21,764,290","1,195","3,722,690","1,727","18,478,462",456,"3,059,177","1,280","-13,265,432","1,736","-10,206,255",389,"532,346",84,"296,373",172,"3,362,863",443,"1,280,293",16,"230,121",497,"32,757,463",513,"33,004,598",503,"21,352,387",20,"-182,040",517,"11,843,515",537,"11,670,903",311,"2,586,978",976,"3,129,433",412,"291,468","3,861","1,157,813",597,"237,602",269,"1,985,806"
2905,ACT,"18,004","11,135","17,954","1,082,784,198","15,792","224,180,392","14,591","15,140,442",316,"337,088","15,032","229,480,411",671,"2,331,799","15,752","966,185,409","2,911","8,892,215",379,"9,402,925",287,"4,337,310",769,"3,794,141",652,"5,826,301",459,"3,164,372","1,321","41,261,979","10,146","9,728,948","1,031","606,011","4,043","9,494,254","4,030","4,059,579","17,966","1,118,851,522","4,865","10,523,891","1,481","1,576,038","7,754","1,854,955","1,066","1,572,330","9,718","8,647,500",718,"429,775",375,"345,089",315,"977,501","8,039","2,866,712","8,022","2,832,459","15,321","35,712,116",951,"17,225,529","1,978","13,255,192",31,"-217,284","1,436","23,279,413",673,"1,715,767",110,"2,811,629",20,"390,204",181,"2,027,448",608,"7,179,643",516,"1,989,061",834,"18,146,979","1,004","14,115,734",755,"2,323,770",647,"727,088",584,"254,723","2,635","47,600,015","2,461","33,148,719","1,787","5,583,703","2,687","26,419,981",567,"3,708,574","2,130","-21,260,962","2,697","-17,552,388",771,"1,115,289",117,"784,557",180,"2,245,108",878,"1,804,455",24,"431,838",972,"67,744,845",996,"68,206,471",986,"45,748,013",32,"-163,799","1,009","21,243,939","1,040","21,080,140",594,"3,867,847",915,"2,345,660",592,"400,011","8,762","2,557,292",918,"374,178",572,"3,269,423"
2906,ACT,"10,895","6,946","10,861","669,459,830","9,678","139,634,307","8,974","9,352,092",181,"175,429","9,273","143,930,366",353,"1,237,885","9,653","616,784,986","1,786","5,699,670",168,"3,698,093",124,"1,253,432",390,"1,969,077",380,"3,124,914",245,"1,706,835",731,"22,348,762","6,128","5,004,591",514,"171,750","2,316","4,518,897","2,311","1,933,658","10,873","691,620,751","3,010","6,648,762",940,"1,016,664","4,705","1,124,723",638,"858,826","5,978","5,236,591",506,"310,468",244,"391,849",169,"465,440","5,050","1,744,336","4,767","1,576,322","9,339","21,745,785",608,"10,595,342","1,114","7,193,250",16,"-235,215",802,"12,867,152",359,"735,972",53,"1,217,206",11,"237,970",97,"1,058,657",339,"3,293,126",294,"743,064",456,"7,259,594",607,"13,371,705",434,"1,194,956",367,"207,547",342,"81,870","1,672","28,293,514","1,573","21,455,574","1,214","3,830,884","1,699","15,880,805",314,"1,663,208","1,390","-14,536,957","1,704","-12,873,749",448,"654,271",70,"166,810",91,"1,132,303",566,"1,192,157",14,"148,532",569,"41,002,069",583,"41,150,601",575,"29,436,549",25,"-63,064",588,"11,264,616",613,"11,201,552",357,"1,989,903",499,"1,246,379",347,"234,648","5,224","1,538,851",455,"185,831",246,"1,396,669"
2911,ACT,"2,238","1,380","2,228","149,290,844","1,950","33,154,590","1,713","1,950,681",34,"34,783","1,901","34,314,486",172,"655,161","2,020","141,658,258",419,"1,429,519",36,"504,936",32,"367,769",66,"306,547",23,"187,093",22,"112,646",64,"2,330,148","1,303","1,070,255",82,"47,061",312,"1,320,138",310,"565,747","2,225","154,420,762",728,"1,605,284",261,"267,237",906,"256,055",234,"324,063","1,353","1,378,110",107,"102,041",50,"33,002",32,"79,848",862,"294,084",934,"322,143","1,904","5,082,463",146,"2,401,758",205,"1,108,661",2,"17,051",139,"2,837,705",59,"363,726",16,"286,718",1,"20,304",29,"229,414",61,"898,260",51,"260,235",83,"2,566,016",145,"2,925,782",68,"346,119",60,"151,055",51,"35,331",462,"8,472,095",459,"6,067,978",335,"1,326,795",476,"4,804,630",72,"464,317",409,"-4,191,625",481,"-3,727,308",100,"102,099",14,"1,238",12,"229,284",113,"188,821",7,"33,890",112,"7,002,361",119,"7,036,251",123,"4,319,144",9,"-9,991",122,"2,682,756",133,"2,605,831",67,"672,300",47,"174,618",45,"30,248",927,"251,077",46,"17,166",51,"269,304"
2912,ACT,"3,782","2,082","3,766","220,437,089","3,202","45,627,854","2,761","2,810,677",69,"73,929","3,070","47,224,022",211,"801,463","3,388","207,054,549",599,"1,700,553",41,"505,549",48,"363,027",174,"942,270",73,"603,957",32,"371,019",103,"3,262,586","2,144","1,768,607",151,"61,078",583,"2,240,420",582,"959,068","3,770","228,132,899",993,"2,014,910",339,"366,099","1,508","397,324",294,"530,907","2,034","1,668,453",165,"168,502",90,"122,785",64,"185,563","1,363","520,327","1,469","507,707","3,047","7,101,023",198,"3,506,997",328,"2,042,849",7,"-97,659",256,"4,405,989",100,"217,762",32,"626,366",2,"15,462",36,"319,642",136,"1,904,621",120,"390,381",195,"4,354,328",237,"4,771,410",138,"517,928",112,"79,181",102,"35,448",751,"14,937,835",691,"10,305,508",528,"2,295,519",758,"7,697,836",190,"1,067,738",570,"-6,428,766",760,"-5,361,028",146,"115,215",35,"58,765",14,"232,729",181,"369,033",10,"165,968",205,"12,934,013",215,"13,099,981",213,"8,899,075",11,"-31,657",216,"4,069,146",226,"4,037,489",125,"764,732",68,"186,746",78,"54,055","1,743","525,578",102,"42,225",68,"321,135"
2913,ACT,"19,057","12,329","18,998","1,223,483,477","16,582","268,011,160","15,100","16,762,540",315,"342,822","15,841","274,988,811","1,061","3,877,071","16,656","1,096,995,767","2,838","10,207,950",314,"6,956,356",230,"3,705,009",776,"4,079,146",604,"5,129,841",294,"1,976,332","1,153","37,541,004","11,369","12,031,392","1,043","537,728","4,029","15,455,833","4,020","6,619,339","19,008","1,270,325,513","5,188","11,261,011","1,754","1,821,811","7,066","1,759,754","1,443","2,791,080","10,431","9,382,033",879,"755,522",539,"797,670",427,"1,655,826","7,988","3,117,185","7,928","2,813,933","16,042","42,126,952","1,024","18,636,114","1,937","14,189,794",49,"-264,073","1,754","42,797,775",829,"3,377,170",110,"2,140,821",12,"153,982",215,"1,647,035",768,"11,564,478",652,"2,205,066","1,073","29,512,582","1,292","24,547,302",915,"2,403,501",777,"534,193",699,"285,334","3,609","72,808,923","3,360","49,241,002","2,651","10,412,565","3,672","38,805,357",821,"5,723,954","2,862","-31,373,955","3,683","-25,650,001",857,"895,919",168,"497,646",179,"3,431,413","1,011","2,445,858",42,"860,590","1,065","72,673,780","1,105","73,530,182","1,079","50,326,028",50,"75,373","1,120","22,085,654","1,166","22,159,574",644,"4,379,905",778,"2,425,065",558,"403,304","8,489","2,477,713",744,"312,686",449,"3,226,459"
2914,ACT,"12,748","8,158","12,691","833,834,888","11,112","183,049,801","10,033","11,149,984",246,"234,234","10,761","190,358,503",753,"2,835,883","11,542","793,707,961","2,118","7,574,929",167,"3,245,191",132,"1,659,347",440,"2,225,015",238,"2,028,686",138,"837,863",423,"12,053,284","7,379","5,283,814",573,"254,768","2,130","6,914,831","2,122","2,946,409","12,699","862,277,012","3,894","8,701,172","1,364","1,302,146","5,106","1,365,792","1,146","2,232,104","7,435","7,118,913",594,"476,326",330,"285,378",243,"548,686","5,175","1,797,802","5,272","1,787,911","10,791","27,884,510",732,"12,567,600","1,163","6,202,300",26,"-244,431",910,"17,366,233",416,"1,303,763",84,"2,315,993",12,"111,810",125,"841,151",422,"4,633,828",375,"1,296,083",548,"10,670,823",749,"13,116,804",517,"1,772,946",437,"493,944",366,"121,240","2,627","46,856,743","2,548","34,451,252","1,882","7,297,321","2,692","25,470,660",473,"2,234,088","2,228","-22,596,578","2,701","-20,362,490",487,"323,546",99,"196,992",46,"866,633",715,"1,380,731",35,"528,538",715,"54,895,004",751,"55,424,537",724,"41,699,377",45,"36,920",749,"13,022,941",793,"13,060,472",441,"2,781,185",256,"702,955",281,"186,924","5,313","1,551,959",288,"118,787",255,"975,527"
ACT other,ACT,"1,125",579,"1,111","66,446,987",920,"14,850,394",698,"825,371",21,"30,339",871,"14,968,634",53,"200,245",880,"57,005,762",248,"399,120",13,"312,510",20,"268,203",61,"374,112",37,"369,129",25,"218,818",89,"2,893,993",682,"905,067",102,"88,294",254,"942,564",253,"403,880","1,111","69,254,312",238,"576,759",108,"154,502",377,"119,669",82,"147,596",583,"740,263",47,"40,395",36,"58,712",39,"77,140",403,"178,669",548,"244,862",907,"2,729,819",89,"1,229,936",96,"854,851",8,"132,123",120,"2,067,473",57,"151,048",4,"19,721",3,"20,907",19,"205,507",79,"1,117,401",72,"318,456",98,"2,387,116",93,"2,286,777",80,"432,062",69,"178,651",66,"85,947",304,"6,708,458",240,"3,584,579",175,"693,076",307,"3,506,677",115,"981,753",192,"-2,057,627",307,"-1,075,874",67,"123,390",9,"69,962",14,"275,545",50,"113,397",6,"134,312",68,"3,927,018",75,"4,068,407",82,"2,425,139",6,"6,657",76,"1,530,829",83,"1,536,877",38,"469,774",64,"188,542",17,"15,967",476,"151,129",39,"15,364",30,"208,105"
NA,NA,"73,354","14,510","68,434","1,768,968,139","34,275","349,871,868","17,802","15,372,652",937,"1,341,362","31,007","346,247,312",877,"3,603,518","51,621","1,535,548,458","6,410","48,715,421",734,"7,796,302","1,136","19,173,527","5,760","40,499,903","1,136","12,598,667",301,"1,891,369",392,"10,249,567","19,978","17,937,000",671,"510,298","1,817","3,944,159","1,797","1,682,293","69,243","1,851,717,143","4,177","8,108,590","3,620","4,990,822","14,294","3,446,660","2,009","2,993,940","12,625","35,794,799","2,353","1,385,749",442,"3,444,066",114,"211,149","6,301","2,323,035","9,726","3,359,996","30,076","70,011,369","2,010","33,545,976","2,387","9,175,640",22,"115,362","1,192","21,931,825",267,"609,318",340,"8,759,249",7,"599,582",81,"1,518,268","1,233","31,987,267",907,"9,255,903","1,493","53,487,868","1,832","60,783,710","1,333","22,414,522",754,"4,252,879","1,054","5,501,546","13,214","303,259,421","9,983","123,967,586","4,869","18,841,765","13,218","155,562,408","7,085","56,482,158","6,177","-51,586,772","13,262","4,895,386",886,"5,987,427",266,"2,801,052",141,"1,574,869",608,"2,343,336",336,"21,311,640","2,999","265,299,181",801,"33,274,604",627,"19,259,621",408,"-6,850,449","3,188","78,174,484",862,"15,839,612",457,"4,310,565",264,"665,830",58,"49,172","17,972","6,160,236",421,"178,207","1,523","5,949,370"
2000,NSW,"35,372","7,410","34,986","1,620,297,356","18,937","414,236,099","12,019","17,626,319",403,"745,310","16,770","422,454,049",481,"2,208,931","30,942","1,157,765,426","2,705","18,680,331",204,"3,232,562",292,"10,855,177",364,"2,307,947",133,"1,499,689",89,"2,604,408",82,"3,381,405","11,835","32,075,103",984,"4,194,701","2,663","81,131,179","2,653","34,760,860","35,068","1,694,761,781","1,514","5,435,789","2,309","4,082,130","5,577","1,746,443",972,"3,009,147","12,126","10,679,489",282,"162,639",489,"3,751,618",293,"4,446,446","3,821","10,596,049","8,260","11,414,370","17,539","68,072,664",794,"22,476,116","1,516","10,934,053",34,"-2,209,154","1,757","121,822,152",727,"20,091,799",587,"8,302,926",19,"1,340,736",132,"2,160,846",826,"37,529,291",710,"13,379,718","1,201","91,820,555","1,369","137,187,136",888,"12,171,870",783,"7,025,875",716,"2,556,680","3,247","122,836,189","2,457","54,589,334","1,612","8,963,520","3,261","55,553,686","1,712","26,895,534","1,567","-23,165,885","3,279","3,729,649","1,176","4,323,647",196,"2,103,853",321,"7,398,363",632,"5,279,856",102,"4,276,310","1,405","330,372,914","1,794","380,082,075","1,248","279,375,480",118,"73,643","1,446","96,345,670","1,849","99,890,547",911,"34,266,854",125,"640,192",228,"273,713","12,777","4,459,424",458,"185,786",307,"1,428,186"
2006,NSW,102,58,101,"7,205,010",81,"1,813,643",68,"99,097",1,"1,328",72,"1,867,216",6,"22,917",82,"6,159,868",12,"70,580",2,"21,660",4,"22,201",6,"39,715",3,"28,163",1,"1,546",1,"42,095",65,"157,470",2,530,16,"55,927",16,"23,903",101,"7,493,833",24,"68,803",11,"37,075",29,"9,497",3,"9,473",51,"86,215",1,201,1,266,2,"6,483",31,"28,418",50,"30,908",75,"288,823",7,"223,884",8,"50,558",0,0,12,"375,242",6,"60,117",2,"62,044",0,0,1,"2,519",8,"12,682",8,"2,836",9,"29,765",3,"111,097",4,"1,011",4,"1,011",3,154,26,"484,891",23,"223,886",7,"9,515",25,"187,686",12,"97,260",13,"-33,456",25,"63,804",7,"1,357",0,0,0,0,5,"11,484",0,0,11,"427,064",11,"427,064",11,"222,882",0,0,11,"204,182",11,"204,182",9,"24,792",2,"4,441",3,696,36,"12,241",4,"1,095",6,"2,970"
2007,NSW,"4,729","1,821","4,699","221,510,928","3,355","45,137,376","2,550","2,664,828",69,"68,467","3,126","46,558,582",208,"879,271","4,185","198,028,578",507,"2,474,007",52,"770,420",54,"697,210",213,"1,311,884",42,"443,678",17,"206,859",18,"648,836","2,659","4,058,268",175,"124,969",516,"4,999,311",512,"2,141,828","4,705","230,117,537",500,"1,409,962",602,"835,157","1,491","452,963",339,"1,046,628","2,206","2,490,681",75,"44,772",114,"390,154",43,"188,857","1,044","439,446","1,647","450,906","3,206","8,385,045",173,"2,901,200",298,"1,766,307",1,"-121,094",219,"4,087,612",99,"285,981",64,"1,392,695",0,0,45,"370,256",111,"1,853,736",96,"573,353",160,"4,369,966",225,"6,374,942",139,"827,746",116,"188,346",102,"119,293",581,"15,206,980",486,"8,594,016",243,"1,000,164",579,"6,684,845",253,"2,534,075",331,"-3,606,120",584,"-1,072,045",198,"198,037",19,"40,787",18,"331,566",135,"297,279",20,"456,525",338,"278,264,281",358,"279,097,732",320,"273,979,149",21,"198,206",342,"4,753,789",364,"4,909,822",180,"1,280,739",22,"70,215",37,"34,825","2,224","723,597",95,"39,413",70,"236,307"
