Small Unit Installation Postcode,Jan 2011 - Installations Quantity,Feb 2011 - Installations Quantity,Mar 2011 - Installations Quantity,Apr 2011 - Installations Quantity,May 2011 - Installations Quantity,Jun 2011 - Installations Quantity,Jul 2011 - Installations Quantity,Aug 2011 - Installations Quantity,Sep 2011 - Installations Quantity,Oct 2011 - Installations Quantity,Nov 2011 - Installations Quantity,Dec 2011 - Installations Quantity,Jan 2012 - Installations Quantity,Feb 2012 - Installations Quantity,Mar 2012 - Installations Quantity,Apr 2012 - Installations Quantity,May 2012 - Installations Quantity,Jun 2012 - Installations Quantity,Jul 2012 - Installations Quantity,Aug 2012 - Installations Quantity,Sep 2012 - Installations Quantity,Oct 2012 - Installations Quantity,Nov 2012 - Installations Quantity,Dec 2012 - Installations Quantity,Jan 2013 - Installations Quantity,Feb 2013 - Installations Quantity,Mar 2013 - Installations Quantity,Apr 2013 - Installations Quantity,May 2013 - Installations Quantity,Jun 2013 - Installations Quantity,Jul 2013 - Installations Quantity,Aug 2013 - Installations Quantity,Sep 2013 - Installations Quantity,Oct 2013 - Installations Quantity,Nov 2013 - Installations Quantity,Dec 2013 - Installations Quantity,Jan 2014 - Installations Quantity,Feb 2014 - Installations Quantity,Mar 2014 - Installations Quantity,Apr 2014 - Installations Quantity,May 2014 - Installations Quantity,Jun 2014 - Installations Quantity,Jul 2014 - Installations Quantity,Aug 2014 - Installations Quantity,Sep 2014 - Installations Quantity,Oct 2014 - Installations Quantity,Nov 2014 - Installations Quantity,Dec 2014 - Installations Quantity,Jan 2015 - Installations Quantity,Feb 2015 - Installations Quantity,Mar 2015 - Installations Quantity,Apr 2015 - Installations Quantity,May 2015 - Installations Quantity,Jun 2015 - Installations Quantity,Jul 2015 - Installations Quantity,Aug 2015 - Installations Quantity,Sep 2015 - Installations Quantity,Oct 2015 - Installations Quantity,Nov 2015 - Installations Quantity,Dec 2015 - Installations Quantity,Jan 2016 - Installations Quantity,Feb 2016 - Installations Quantity,Mar 2016 - Installations Quantity,Apr 2016 - Installations Quantity,May 2016 - Installations Quantity,Jun 2016 - Installations Quantity,Jul 2016 - Installations Quantity,Aug 2016 - Installations Quantity,Sep 2016 - Installations Quantity,Oct 2016 - Installations Quantity,Nov 2016 - Installations Quantity,Dec 2016 - Installations Quantity,Jan 2017 - Installations Quantity,Feb 2017 - Installations Quantity,Mar 2017 - Installations Quantity,Apr 2017 - Installations Quantity,May 2017 - Installations Quantity,Jun 2017 - Installations Quantity,Jul 2017 - Installations Quantity,Aug 2017 - Installations Quantity,Sep 2017 - Installations Quantity,Oct 2017 - Installations Quantity,Nov 2017 - Installations Quantity,Dec 2017 - Installations Quantity,Jan 2018 - Installations Quantity,Feb 2018 - Installations Quantity,Mar 2018 - Installations Quantity,Apr 2018 - Installations Quantity,May 2018 - Installations Quantity,Jun 2018 - Installations Quantity,Jul 2018 - Installations Quantity,Aug 2018 - Installations Quantity,Sep 2018 - Installations Quantity,Oct 2018 - Installations Quantity,Nov 2018 - Installations Quantity,Dec 2018 - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,May 2020 - Installations Quantity,Jun 2020 - Installations Quantity,Jul 2020 - Installations Quantity,Aug 2020 - Installations Quantity,Sep 2020 - Installations Quantity,Oct 2020 - Installations Quantity,Nov 2020 - Installations Quantity,Dec 2020 - Installations Quantity,Jan 2021 - Installations Quantity,Feb 2021 - Installations Quantity,Mar 2021 - Installations Quantity,Apr 2021 - Installations Quantity,May 2021 - Installations Quantity,Jun 2021 - Installations Quantity,Jul 2021 - Installations Quantity,Aug 2021 - Installations Quantity,Sep 2021 - Installations Quantity,Oct 2021 - Installations Quantity,Nov 2021 - Installations Quantity,Dec 2021 - Installations Quantity,Jan 2022 - Installations Quantity,Feb 2022 - Installations Quantity,Mar 2022 - Installations Quantity,Apr 2022 - Installations Quantity,May 2022 - Installations Quantity,Jun 2022 - Installations Quantity,Jul 2022 - Installations Quantity,Aug 2022 - Installations Quantity,Sep 2022 - Installations Quantity,Oct 2022 - Installations Quantity,Nov 2022 - Installations Quantity,Dec 2022 - Installations Quantity,Jan 2023 - Installations Quantity,Feb 2023 - Installations Quantity,Mar 2023 - Installations Quantity,Apr 2023 - Installations Quantity,May 2023 - Installations Quantity,Jun 2023 - Installations Quantity,Jul 2023 - Installations Quantity,Aug 2023 - Installations Quantity,Sep 2023 - Installations Quantity,Oct 2023 - Installations Quantity,Nov 2023 - Installations Quantity,Dec 2023 - Installations Quantity,Jan 2024 - Installations Quantity,Feb 2024 - Installations Quantity,Mar 2024 - Installations Quantity,Apr 2024 - Installations Quantity
3747,2,8,6,9,16,23,9,18,13,4,12,5,9,5,3,28,23,31,7,8,26,3,4,8,5,3,11,4,6,6,11,13,1,3,3,8,4,3,15,11,9,8,6,9,10,9,11,4,1,6,5,4,2,4,4,0,4,4,4,2,2,3,1,6,3,3,8,1,2,2,1,2,0,1,7,2,7,7,1,5,6,9,7,9,4,7,4,3,5,5,6,7,6,6,8,9,7,11,6,9,12,4,5,5,9,11,6,6,5,9,5,5,1,6,8,9,13,15,16,10,7,8,10,10,9,9,9,9,8,10,12,16,5,4,6,7,5,3,11,11,8,5,16,14,7,7,10,9,9,9,11,16,12,12,11,7,3,8,7,0
3749,4,0,2,6,4,5,3,3,9,0,1,3,3,1,3,6,12,7,7,5,21,2,2,4,1,3,2,1,1,4,3,5,2,2,4,7,5,2,2,1,5,2,3,4,2,6,4,1,1,0,2,2,3,5,2,0,3,3,0,1,1,0,2,0,1,1,2,3,2,2,2,1,0,0,2,1,4,1,0,3,22,45,19,10,3,2,1,2,4,4,5,1,3,1,6,6,4,4,4,4,7,5,0,3,1,2,2,10,3,2,3,4,8,5,2,2,5,5,7,5,1,3,4,6,3,2,2,4,5,6,3,5,2,5,3,3,2,1,6,5,2,6,3,3,4,3,3,2,6,2,4,4,2,2,1,4,4,3,1,0
3750,0,0,0,0,1,1,0,1,1,2,0,3,0,3,5,7,5,13,9,4,8,1,2,6,5,1,5,6,5,4,6,4,3,5,0,5,2,7,4,5,10,5,7,7,8,9,2,11,3,8,11,18,9,8,13,10,14,15,8,10,5,11,16,11,6,4,2,9,4,5,4,10,11,7,5,2,9,3,14,10,13,17,22,8,8,10,13,10,8,14,17,13,34,38,41,47,25,24,31,22,13,8,6,16,47,62,64,55,65,57,57,32,54,86,81,19,20,94,146,120,86,85,81,67,75,80,72,72,49,67,64,60,19,33,32,23,30,38,46,34,42,35,31,30,25,36,30,31,35,32,66,41,42,53,68,45,31,24,31,9
3751,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3752,7,21,18,8,18,29,12,17,17,3,12,10,11,19,23,31,47,53,31,14,30,14,10,9,6,11,11,17,13,4,13,14,7,8,9,10,10,36,25,19,17,15,16,15,20,19,13,13,5,7,13,18,13,11,11,12,17,10,4,10,8,12,9,13,5,10,8,5,11,17,19,3,4,2,3,10,9,5,22,10,5,13,18,6,10,18,15,9,11,20,14,9,9,24,27,27,17,24,33,16,10,10,18,12,18,22,20,24,22,36,32,12,23,26,33,9,2,17,50,28,18,39,36,36,34,32,23,18,14,23,25,20,13,16,21,12,15,25,26,15,18,31,20,15,10,22,20,11,16,13,22,22,10,24,23,23,20,18,16,8
3753,1,0,1,0,0,1,0,2,2,1,0,0,0,2,1,1,1,4,2,1,6,2,2,1,1,0,3,2,0,2,3,0,3,3,2,1,1,0,3,3,1,2,0,0,2,0,1,2,1,0,2,1,2,1,6,3,7,3,2,2,3,1,1,1,2,2,5,1,1,3,2,2,1,3,0,0,2,1,1,8,2,0,0,2,2,2,3,2,5,3,2,4,2,3,9,6,5,7,4,6,3,3,2,8,4,13,16,13,9,9,14,5,7,10,13,3,12,13,15,13,6,8,13,14,8,13,6,15,6,4,7,8,7,9,7,3,5,4,11,5,6,2,7,6,6,15,8,7,9,10,17,17,13,10,11,20,11,10,9,2
3754,12,13,25,20,23,47,19,24,30,4,16,16,6,19,25,38,54,65,18,25,59,21,21,29,19,14,17,10,12,15,17,17,14,21,16,27,48,35,29,31,34,22,32,29,23,26,25,36,15,28,17,32,19,21,18,22,52,23,22,13,18,31,14,24,23,28,18,14,18,20,40,17,10,16,25,12,30,28,12,19,13,24,34,24,19,27,23,24,38,20,30,22,49,53,71,42,55,65,80,47,35,17,34,40,54,75,85,75,67,97,72,62,54,81,101,19,3,86,147,128,104,87,82,96,66,70,76,70,50,64,67,54,29,44,50,38,41,48,72,56,53,44,69,55,36,57,33,33,45,43,68,57,53,53,55,53,28,41,44,16
3755,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
3756,3,10,8,12,13,32,20,18,26,5,5,4,6,8,19,22,28,25,22,13,26,7,9,11,2,6,5,14,13,6,9,10,10,9,9,8,19,8,10,17,16,3,17,4,15,12,13,11,6,10,5,7,6,12,7,6,6,7,8,9,8,23,10,6,6,12,3,5,10,10,11,16,6,7,6,11,5,6,8,4,8,15,10,5,2,13,12,9,16,9,9,3,12,12,14,10,8,13,20,19,9,9,16,13,8,18,19,14,14,27,29,13,22,38,40,9,13,27,28,34,24,30,30,29,26,30,24,26,19,26,37,28,14,14,12,14,15,22,18,16,17,16,21,21,12,23,11,5,19,20,35,29,17,21,16,20,12,21,16,4
3757,6,9,15,7,13,18,11,11,19,5,2,1,5,8,10,12,17,21,14,13,14,6,9,7,3,4,4,8,4,7,9,4,3,7,7,11,8,13,7,23,15,6,6,2,5,7,5,9,4,3,8,6,6,5,4,7,7,4,2,9,1,12,8,15,2,9,5,5,5,6,5,7,5,10,6,5,7,6,9,2,5,6,8,6,4,7,14,5,6,5,10,9,6,17,9,11,15,14,11,6,12,8,8,8,4,7,2,5,6,18,8,8,15,9,11,0,3,7,11,16,3,8,7,7,17,10,11,24,9,9,9,17,4,8,9,7,4,5,11,12,12,5,11,13,8,8,9,12,5,7,9,8,16,9,7,6,3,6,6,1
3758,3,2,1,2,5,12,0,4,11,1,0,1,0,0,6,1,4,9,4,5,10,2,1,2,0,3,3,5,1,1,3,0,1,1,2,2,5,1,5,3,3,2,0,6,1,5,2,0,2,0,3,3,0,1,3,1,1,0,0,1,1,0,4,2,3,1,1,1,4,1,0,3,1,0,0,2,2,3,2,2,4,2,1,0,4,2,0,2,1,4,2,3,3,4,4,4,2,3,2,0,3,0,2,2,1,3,3,1,0,3,4,2,2,5,1,2,1,1,3,3,5,1,3,1,1,3,3,7,0,1,3,4,2,3,1,2,1,1,0,2,3,0,3,2,0,1,0,1,5,3,4,2,3,5,3,2,1,1,0,1
3759,1,1,1,1,4,2,2,4,2,0,0,2,0,1,0,2,1,3,1,5,4,1,2,6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,2,5,2,1,0,2,1,0,0,0,2,0,0,0,0,0,0,2,2,1,1,1,1,1,2,4,3,2,2,2,2,0,0,0,1,2,1,3,1,1,1,1,0,0,0,1,0,2,2,2,0,1,6,0,2,1,0,2,1,0,1,3,1,1,2,0,3,2,2,1,1,3,3,2,2,3,0,0,2,2,3,0,1,1,1,4,0,0,0,0,1,1,2,1,1,2,2,1,1,0,0,0,3,1,4,1,1,0,0,2,0,1,0,0
3760,0,0,0,0,2,4,0,1,1,0,0,1,0,0,1,0,0,3,2,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3761,1,0,1,0,1,5,3,2,3,0,3,0,0,0,3,1,7,6,1,1,2,0,0,1,0,0,1,1,1,2,1,1,0,1,0,0,1,2,0,0,2,3,0,1,2,3,1,0,1,1,2,1,0,1,0,2,0,1,2,1,1,0,0,2,1,1,0,1,2,0,1,1,0,1,2,0,1,1,0,1,0,1,2,1,0,2,3,0,0,2,0,1,0,2,5,3,1,0,2,1,0,0,0,3,1,1,0,1,1,2,3,2,2,1,1,0,0,1,4,5,3,1,1,1,1,1,1,3,4,4,3,3,3,3,1,1,2,3,1,2,1,1,2,1,0,3,0,0,0,0,4,0,1,1,4,0,0,1,1,0
3762,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3763,0,5,2,0,2,3,2,6,2,3,2,0,2,1,1,2,5,4,0,4,7,3,2,1,3,2,4,2,1,1,2,2,1,2,0,2,0,1,2,1,3,0,3,1,2,2,5,4,2,1,1,2,0,5,0,3,3,1,1,0,1,0,7,1,0,1,1,1,4,5,1,2,1,0,1,1,1,0,3,0,1,2,2,3,0,3,2,1,0,1,2,3,2,0,7,0,1,6,3,2,3,2,1,1,1,2,1,1,1,1,5,3,2,1,1,0,4,0,4,2,2,2,0,1,1,2,1,4,1,2,4,5,3,3,5,1,1,2,1,4,0,2,3,3,5,5,1,4,4,1,3,5,3,2,2,2,2,2,3,0
3764,8,5,7,9,10,17,6,14,28,2,3,2,6,8,14,11,20,24,16,12,15,11,7,12,9,8,10,5,6,10,4,5,12,9,12,2,11,9,3,10,8,10,14,5,4,6,6,9,3,6,10,2,3,3,4,4,7,3,3,1,4,3,7,3,5,4,3,6,4,7,5,11,6,3,4,7,6,11,7,4,9,10,4,5,6,11,8,6,16,5,9,15,13,10,10,4,10,19,8,11,4,4,7,7,12,18,9,13,7,13,11,18,16,15,14,8,14,10,8,14,12,8,23,17,9,10,12,15,19,17,11,19,7,5,8,4,11,11,7,9,16,11,10,15,4,14,13,10,9,13,20,15,15,9,12,11,15,12,8,0
3765,3,5,8,5,8,11,2,2,6,2,5,3,2,1,8,5,6,14,0,7,8,4,0,8,3,2,5,4,4,4,2,1,3,3,5,3,4,7,3,4,5,3,7,4,7,6,4,3,6,3,3,5,4,1,1,2,3,2,2,2,2,3,2,2,9,5,1,4,2,3,2,6,2,1,2,3,3,0,1,2,1,4,6,1,2,3,4,1,4,3,1,3,6,9,3,4,8,7,8,8,2,2,1,4,8,5,5,6,0,3,6,8,4,4,8,4,0,5,7,7,4,4,7,3,8,9,4,10,3,6,3,7,2,3,2,6,4,3,2,2,5,9,10,6,3,11,6,4,2,4,6,8,5,7,5,6,6,8,7,2
3766,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,1,1,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,1,0,1,2,1,1,1,0,0,2,1,0,0,2,1,0,0,0,0,1,0,1,1,0,1,0,2,2,0,1,0,0,0,0,1,1,2,0,2,1,0,1,0,0,0,1,0,1,0,1,1,4,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,3,1,0,1,2,3,3,0,3,0,2,0,1,1,1,0,1,2,2,0,2,2,2,0,1,0,1,2,1,3,0,2,0,0
3767,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,2,0,0,1,0,3,0,1,1,0,0,0,0,2,0,1,1,0,2,1,1,1,0,1,2,1,0,3,0,0,0,2,0,1
3770,1,0,1,4,5,6,1,4,1,0,1,1,2,1,5,6,7,9,1,3,5,6,4,2,5,0,3,3,2,1,1,1,1,5,2,4,2,10,4,7,7,0,4,1,6,4,4,3,3,2,2,3,1,5,0,2,0,0,2,1,1,3,0,0,0,2,1,0,4,1,0,1,2,1,3,6,3,6,4,4,7,3,6,7,4,0,6,1,4,1,3,3,6,4,3,3,2,4,5,4,0,1,1,3,4,4,3,6,2,3,5,4,3,1,8,1,1,6,5,6,2,3,3,6,2,6,5,3,3,7,3,5,0,2,2,0,1,2,3,3,1,2,1,3,2,3,2,4,4,3,2,2,2,4,5,2,2,0,2,2
3775,2,2,5,5,6,11,2,5,7,0,2,3,2,3,4,8,4,15,5,5,4,4,0,2,2,2,1,1,7,3,3,3,2,1,3,6,4,2,3,2,3,1,5,4,3,8,3,3,4,3,2,0,6,2,4,5,4,4,6,2,1,5,3,1,1,2,2,3,3,4,4,5,4,1,0,1,3,4,5,2,3,4,4,7,2,6,4,1,9,3,3,9,2,7,3,6,5,4,6,2,4,1,2,4,2,0,5,7,4,10,7,7,4,4,9,1,1,2,8,3,3,3,6,2,1,0,4,7,5,8,5,3,2,3,6,1,4,5,3,7,3,7,2,8,5,4,6,1,3,6,4,3,6,8,3,4,2,4,5,0
3777,1,11,19,15,10,22,10,11,26,3,6,4,6,4,11,13,21,23,8,8,23,7,7,13,5,5,8,4,9,6,10,4,12,7,8,12,6,12,9,6,8,11,10,6,12,6,11,6,1,7,11,8,9,5,5,5,8,8,11,1,6,9,3,4,13,2,5,6,2,8,6,9,4,2,4,12,12,6,3,5,9,4,5,9,2,6,5,8,12,8,7,11,5,23,21,14,12,16,13,6,9,5,1,11,7,8,8,11,11,10,7,13,11,10,20,2,0,13,17,13,9,4,10,10,12,13,16,11,7,6,9,21,4,10,6,12,8,7,11,11,24,8,12,14,9,9,8,15,15,14,6,9,7,20,8,9,5,7,2,3
3778,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3779,0,3,0,0,2,2,0,0,2,0,0,0,1,3,4,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,1,1,1,1,0,1,0,3,2,1,3,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,1,2,3,0,3,3,0,0,1,1,1,1,1,1,0,1,2,0,3,2,2,0,0,2,2,1,4,1,0,0,0,0,1,2,2,1,2,1,1,0,1,1,1,2,1,0,2,2,1,0,1,1,0,1,4,0,4,1,0,1,0,0,0,0,0,2,0,0
3781,1,1,4,3,6,5,5,4,7,1,2,4,2,1,5,8,2,6,3,1,6,1,1,3,1,4,2,1,3,1,4,1,2,6,3,2,1,5,2,1,1,1,5,0,3,1,6,2,1,2,1,3,1,1,1,0,0,1,3,3,0,0,2,2,2,3,2,3,1,0,1,1,0,4,0,0,0,3,1,4,1,0,1,1,4,1,4,2,1,1,1,3,3,3,3,4,4,11,4,5,9,1,2,1,3,3,5,2,6,1,4,1,2,6,1,0,0,2,10,3,3,5,6,5,4,2,5,5,1,6,0,4,1,5,6,4,6,4,2,0,3,4,1,0,2,1,2,5,3,4,4,2,3,4,2,2,0,3,1,0
3782,5,9,5,9,8,12,5,8,5,1,2,1,0,7,4,7,14,19,5,3,11,1,2,11,4,1,3,4,2,1,3,4,2,3,6,5,5,4,3,6,7,2,4,7,8,8,4,7,2,4,0,2,3,2,3,3,9,4,4,6,3,7,4,2,3,2,2,3,3,1,4,5,5,5,4,4,1,4,3,7,1,5,2,5,2,6,9,4,2,6,7,12,2,4,7,7,4,10,10,6,4,6,5,7,4,6,3,5,4,9,11,9,3,7,12,2,0,4,16,5,5,4,11,4,7,6,9,8,3,10,6,6,3,2,8,4,3,4,7,7,7,6,5,15,5,13,6,3,10,6,7,4,7,5,4,8,6,5,3,1
3783,2,1,5,4,3,3,2,4,5,2,2,1,0,1,4,2,1,6,1,3,6,0,1,0,3,2,1,2,2,3,2,0,0,0,4,3,0,2,3,4,0,2,3,3,0,4,1,1,3,3,2,3,2,1,0,4,2,4,1,1,1,1,1,1,2,4,1,1,1,2,2,2,0,0,1,1,1,3,1,1,2,3,0,1,1,0,0,3,3,1,3,1,3,4,5,3,0,1,3,1,0,0,3,1,1,1,3,1,1,0,4,3,1,4,1,1,0,1,6,2,4,5,3,7,3,7,3,1,3,3,3,3,2,5,3,1,0,1,2,2,5,4,2,3,2,3,1,2,1,0,4,3,0,1,2,1,2,2,1,0
3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,0,0,1,2,2,3,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2,0,0,0,0,0,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,1,0,1,0,1,0,0,2,0,0,0,2,2,0,1,0,0,3,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,2,2,1,3,3,2,1,1,0,0,0,1,0,3,2,0,2,2,3,1,1,0,1,0,2,4,0,0,0,1,1,0,1,4,1,2,1,1,4,3,4,3,0,1,0,1,2,5,2,0,2,0,0,1,1
3787,0,0,0,0,2,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,0,0,1,0,2,2,0,0,0,1,0,0,1,0,0,1,2,0,1,0,2,1,2,0,0,1,1,2,1,0,0,0,2,1,0,1
3788,1,0,0,1,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,1,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,0,1,2,0,0,1,1,2,0,0,0,0,0,1,1,0,0,2,1,2,0,2,0,0,0,0,3,2,2,0,1,2,1,0,1,1,1,2,1,0,2,2,3,0,2,1,0,0,1,4,0,0,1,0,0,1,0,3,1,2,2,3,3,0,0,3,1,0,1,1,2,0,2,1,1,0,2,0,2,2,0,3,0,3,0,2,1,2,1,1,1
3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3791,2,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,2,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,3,1,0,0,3,2,3,0,1,0,6,1,0,1,2,1,3,0,0,2,3,1,2,1,3,0,0,1,1,1,0,2,1,3,1,3,2,0,1,0,1,0,2,2,0,1,1,3,0,1,0,2,1,0,1,0,1,1,2,1,1,1,1,2,4,0,2,1,0,3,0,0
3792,0,0,0,1,3,3,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,3,1,0,1,0,0,2,2,1,0,1,1,1,1,2,0,2,0,0,2,0,1,5,0,0,0,1,1,2,0,2,0,1,1,2,0,2,1,0,1,1,1,2,0,1,1,0,0,2,0,2,0,1,1,2,0,0,0,1,2,1,2,0,1,1,1,1,0,1
